"iata_code","iana_tz","windows_tz"
"BBI","Asia/Kolkata","India Standard Time"
"BBJ","Europe/Berlin","W. Europe Standard Time"
"BBK","Africa/Gaborone","South Africa Standard Time"
"BBL","Australia/Brisbane","E. Australia Standard Time"
"BBM","Asia/Phnom_Penh","SE Asia Standard Time"
"BBN","Asia/Kuching","Singapore Standard Time"
"BBO","Africa/Mogadishu","E. Africa Standard Time"
"BBP","Europe/London","GMT Standard Time"
"BBQ","America/Antigua","SA Western Standard Time"
"BBR","America/Guadeloupe","SA Western Standard Time"
"BBS","Europe/London","GMT Standard Time"
"BBT","Africa/Bangui","W. Central Africa Standard Time"
"BBU","Europe/Bucharest","GTB Standard Time"
"BBV","Africa/Abidjan","Greenwich Standard Time"
"BBW","America/Chicago","Central Standard Time"
"BBX","America/New_York","Eastern Standard Time"
"BBY","Africa/Bangui","W. Central Africa Standard Time"
"BBZ","Africa/Lusaka","South Africa Standard Time"
"BCA","America/Havana","Cuba Standard Time"
"BCB","America/New_York","Eastern Standard Time"
"BCC","America/Anchorage","Alaskan Standard Time"
"BCD","Asia/Manila","Singapore Standard Time"
"BCE","America/Denver","Mountain Standard Time"
"BCF","Africa/Bangui","W. Central Africa Standard Time"
"BCG","America/Guyana","SA Western Standard Time"
"BCH","Asia/Dili","Tokyo Standard Time"
"BCI","Australia/Brisbane","E. Australia Standard Time"
"BCK","Australia/Brisbane","E. Australia Standard Time"
"BCL","America/Costa_Rica","Central America Standard Time"
"BCM","Europe/Bucharest","GTB Standard Time"
"BCN","Europe/Madrid","Romance Standard Time"
"BCO","Africa/Addis_Ababa","E. Africa Standard Time"
"BCP","Pacific/Port_Moresby","West Pacific Standard Time"
"BCQ","Africa/Tripoli","Libya Standard Time"
"BCR","America/Manaus","SA Western Standard Time"
"BCS","America/Chicago","Central Standard Time"
"BCT","America/New_York","Eastern Standard Time"
"BCU","Africa/Lagos","W. Central Africa Standard Time"
"BCV","America/Belize","Central America Standard Time"
"BCW","Africa/Maputo","South Africa Standard Time"
"BCX","Asia/Yekaterinburg","Ekaterinburg Standard Time"
"BCZ","Australia/Darwin","AUS Central Standard Time"
"BDA","Atlantic/Bermuda","Atlantic Standard Time"
"BDB","Australia/Brisbane","E. Australia Standard Time"
"BDC","America/Fortaleza","SA Eastern Standard Time"
"BDD","Australia/Brisbane","E. Australia Standard Time"
"BDE","America/Chicago","Central Standard Time"
"BDF","America/Chicago","Central Standard Time"
"BDG","America/Denver","Mountain Standard Time"
"BDH","Asia/Tehran","Iran Standard Time"
"BDI","Indian/Mahe","Mauritius Standard Time"
"BDJ","Asia/Makassar","Singapore Standard Time"
"BDK","Africa/Abidjan","Greenwich Standard Time"
"BDL","America/New_York","Eastern Standard Time"
"BDM","Europe/Istanbul","Turkey Standard Time"
"BDN","Asia/Karachi","Pakistan Standard Time"
"BDO","Asia/Jakarta","SE Asia Standard Time"
"BDP","Asia/Kathmandu","Nepal Standard Time"
"BDQ","Asia/Kolkata","India Standard Time"
"BDR","America/New_York","Eastern Standard Time"
"BDS","Europe/Rome","W. Europe Standard Time"
"BDT","Africa/Kinshasa","W. Central Africa Standard Time"
"BDU","Europe/Oslo","W. Europe Standard Time"
"BDV","Africa/Lubumbashi","South Africa Standard Time"
"BDW","Australia/Perth","W. Australia Standard Time"
"BDX","America/Denver","Mountain Standard Time"
"BDY","America/Los_Angeles","Pacific Standard Time"
"BDZ","Pacific/Port_Moresby","West Pacific Standard Time"
"BEB","Europe/London","GMT Standard Time"
"BEC","America/Chicago","Central Standard Time"
"BED","America/New_York","Eastern Standard Time"
"BEE","Australia/Perth","W. Australia Standard Time"
"BEF","America/Managua","Central America Standard Time"
"BEG","Europe/Belgrade","Central Europe Standard Time"
"BEH","America/Detroit","Eastern Standard Time"
"BEI","Africa/Addis_Ababa","E. Africa Standard Time"
"BEJ","Asia/Makassar","Singapore Standard Time"
"BEK","Asia/Kolkata","India Standard Time"
"BEL","America/Belem","SA Eastern Standard Time"
"BEM","Africa/Casablanca","Morocco Standard Time"
"BEN","Africa/Tripoli","Libya Standard Time"
"BEO","Australia/Sydney","AUS Eastern Standard Time"
"BEP","Asia/Kolkata","India Standard Time"
"BEQ","Europe/London","GMT Standard Time"
"BER","Europe/Berlin","W. Europe Standard Time"
"BES","Europe/Paris","Romance Standard Time"
"BET","America/Anchorage","Alaskan Standard Time"
"BEU","Australia/Brisbane","E. Australia Standard Time"
"BEV","Asia/Jerusalem","Israel Standard Time"
"BEW","Africa/Maputo","South Africa Standard Time"
"BEX","Europe/London","GMT Standard Time"
"BEY","Asia/Beirut","Middle East Standard Time"
"BEZ","Pacific/Tarawa","UTC+12"
"BFA","America/Asuncion","Paraguay Standard Time"
"BFC","Australia/Brisbane","E. Australia Standard Time"
"BFD","America/New_York","Eastern Standard Time"
"BFE","Europe/Berlin","W. Europe Standard Time"
"BFF","America/Denver","Mountain Standard Time"
"BFG","America/Denver","Mountain Standard Time"
"BFH","America/Sao_Paulo","E. South America Standard Time"
"BFI","America/Los_Angeles","Pacific Standard Time"
"BFJ","Asia/Shanghai","China Standard Time"
"BFK","America/Denver","Mountain Standard Time"
"BFL","America/Los_Angeles","Pacific Standard Time"
"BFM","America/Chicago","Central Standard Time"
"BFN","Africa/Johannesburg","South Africa Standard Time"
"BFO","Africa/Harare","South Africa Standard Time"
"BFP","America/New_York","Eastern Standard Time"
"BFQ","America/Panama","SA Pacific Standard Time"
"BFR","America/Indiana/Indianapolis","US Eastern Standard Time"
"BFS","Europe/London","GMT Standard Time"
"BFT","America/New_York","Eastern Standard Time"
"BFU","Asia/Shanghai","China Standard Time"
"BFV","Asia/Bangkok","SE Asia Standard Time"
"BFW","Africa/Algiers","W. Central Africa Standard Time"
"BFX","Africa/Douala","W. Central Africa Standard Time"
"BGA","America/Bogota","SA Pacific Standard Time"
"BGB","Africa/Libreville","W. Central Africa Standard Time"
"BGC","Europe/Lisbon","GMT Standard Time"
"BGD","America/Chicago","Central Standard Time"
"BGE","America/New_York","Eastern Standard Time"
"BGF","Africa/Bangui","W. Central Africa Standard Time"
"BGG","Europe/Istanbul","Turkey Standard Time"
"BGH","Africa/Nouakchott","Greenwich Standard Time"
"BGI","America/Barbados","SA Western Standard Time"
"BGJ","Atlantic/Reykjavik","Greenwich Standard Time"
"BGK","America/Belize","Central America Standard Time"
"BGL","Asia/Kathmandu","Nepal Standard Time"
"BGM","America/New_York","Eastern Standard Time"
"BGN","Asia/Srednekolymsk","Russia Time Zone 10"
"BGO","Europe/Oslo","W. Europe Standard Time"
"BGQ","America/Anchorage","Alaskan Standard Time"
"BGR","America/New_York","Eastern Standard Time"
"BGT","America/Phoenix","US Mountain Standard Time"
"BGU","Africa/Bangui","W. Central Africa Standard Time"
"BGV","America/Sao_Paulo","E. South America Standard Time"
"BGW","Asia/Baghdad","Arabic Standard Time"
"BGX","America/Sao_Paulo","E. South America Standard Time"
"BGY","Europe/Rome","W. Europe Standard Time"
"BGZ","Europe/Lisbon","GMT Standard Time"
"BHA","America/Guayaquil","SA Pacific Standard Time"
"BHB","America/New_York","Eastern Standard Time"
"BHC","Asia/Karachi","Pakistan Standard Time"
"BHD","Europe/London","GMT Standard Time"
"BHE","Pacific/Auckland","New Zealand Standard Time"
"BHF","America/Bogota","SA Pacific Standard Time"
"BHG","America/Tegucigalpa","Central America Standard Time"
"BHH","Asia/Riyadh","Arab Standard Time"
"BHI","America/Argentina/Buenos_Aires","Argentina Standard Time"
"BHJ","Asia/Kolkata","India Standard Time"
"BHK","Asia/Samarkand","West Asia Standard Time"
"BHL","America/Tijuana","Pacific Standard Time (Mexico)"
"BHM","America/Chicago","Central Standard Time"
"BHN","Asia/Aden","Arab Standard Time"
"BHO","Asia/Kolkata","India Standard Time"
"BHP","Asia/Kathmandu","Nepal Standard Time"
"BHQ","Australia/Broken_Hill","Cen. Australia Standard Time"
"BHR","Asia/Kathmandu","Nepal Standard Time"
"BHS","Australia/Sydney","AUS Eastern Standard Time"
"BHT","Australia/Brisbane","E. Australia Standard Time"
"BHU","Asia/Kolkata","India Standard Time"
"BHV","Asia/Karachi","Pakistan Standard Time"
"BHW","Asia/Karachi","Pakistan Standard Time"
"BHX","Europe/London","GMT Standard Time"
"BHY","Asia/Shanghai","China Standard Time"
"BIA","Europe/Paris","Romance Standard Time"
"BIB","Africa/Mogadishu","E. Africa Standard Time"
"BIC","Europe/Paris","Romance Standard Time"
"BID","America/New_York","Eastern Standard Time"
"BIE","America/Chicago","Central Standard Time"
"BIF","America/Denver","Mountain Standard Time"
"BIG","America/Anchorage","Alaskan Standard Time"
"BIH","America/Los_Angeles","Pacific Standard Time"
"BII","Pacific/Majuro","UTC+12"
"BIK","Asia/Jayapura","Tokyo Standard Time"
"BIL","America/Denver","Mountain Standard Time"
"BIM","America/Nassau","Eastern Standard Time"
"BIN","Asia/Kabul","Afghanistan Standard Time"
"BIO","Europe/Madrid","Romance Standard Time"
"BIP","Australia/Brisbane","E. Australia Standard Time"
"BIQ","Europe/Paris","Romance Standard Time"
"BIR","Asia/Kathmandu","Nepal Standard Time"
"BIS","America/Chicago","Central Standard Time"
"BIT","Asia/Kathmandu","Nepal Standard Time"
"BIU","Atlantic/Reykjavik","Greenwich Standard Time"
"BIV","Africa/Bangui","W. Central Africa Standard Time"
"BIW","Australia/Perth","W. Australia Standard Time"
"BIX","America/Chicago","Central Standard Time"
"BIY","Africa/Johannesburg","South Africa Standard Time"
"BJA","Africa/Algiers","W. Central Africa Standard Time"
"BJB","Asia/Tehran","Iran Standard Time"
"BJC","America/Denver","Mountain Standard Time"
"BJD","Atlantic/Reykjavik","Greenwich Standard Time"
"BJE","Africa/Khartoum","Sudan Standard Time"
"BJF","Europe/Oslo","W. Europe Standard Time"
"BJG","Asia/Makassar","Singapore Standard Time"
"BJH","Asia/Kathmandu","Nepal Standard Time"
"BJI","America/Chicago","Central Standard Time"
"BJJ","America/New_York","Eastern Standard Time"
"BJK","Asia/Jayapura","Tokyo Standard Time"
"BJL","Africa/Banjul","Greenwich Standard Time"
"BJM","Africa/Bujumbura","South Africa Standard Time"
"BJO","America/Argentina/Salta","Argentina Standard Time"
"BJP","America/Sao_Paulo","E. South America Standard Time"
"BJQ","Asia/Muscat","Arabian Standard Time"
"BJR","Africa/Addis_Ababa","E. Africa Standard Time"
"BJT","Asia/Colombo","Sri Lanka Standard Time"
"BJU","Asia/Kathmandu","Nepal Standard Time"
"BJV","Europe/Istanbul","Turkey Standard Time"
"BJW","Asia/Makassar","Singapore Standard Time"
"BJX","America/Mexico_City","Central Standard Time (Mexico)"
"BJY","Europe/Belgrade","Central Europe Standard Time"
"BJZ","Europe/Madrid","Romance Standard Time"
"BKB","Asia/Kolkata","India Standard Time"
"BKC","America/Anchorage","Alaskan Standard Time"
"BKD","America/Chicago","Central Standard Time"
"BKE","America/Los_Angeles","Pacific Standard Time"
"BKF","America/Anchorage","Alaskan Standard Time"
"BKG","America/Chicago","Central Standard Time"
"BKH","Pacific/Honolulu","Hawaiian Standard Time"
"BKI","Asia/Kuching","Singapore Standard Time"
"BKJ","Africa/Conakry","Greenwich Standard Time"
"BKK","Asia/Bangkok","SE Asia Standard Time"
"BKL","America/New_York","Eastern Standard Time"
"BKM","Asia/Kuching","Singapore Standard Time"
"BKN","Asia/Ashgabat","West Asia Standard Time"
"BKO","Africa/Bamako","Greenwich Standard Time"
"BKP","Australia/Brisbane","E. Australia Standard Time"
"BKQ","Australia/Brisbane","E. Australia Standard Time"
"BKR","Africa/Ndjamena","W. Central Africa Standard Time"
"BKS","Asia/Jakarta","SE Asia Standard Time"
"BKT","America/New_York","Eastern Standard Time"
"BKU","Indian/Antananarivo","E. Africa Standard Time"
"BKW","America/New_York","Eastern Standard Time"
"BKX","America/Chicago","Central Standard Time"
"BKY","Africa/Lubumbashi","South Africa Standard Time"
"BKZ","Africa/Dar_es_Salaam","E. Africa Standard Time"
"BLA","America/Caracas","Venezuela Standard Time"
"BLB","America/Panama","SA Pacific Standard Time"
"BLC","Africa/Douala","W. Central Africa Standard Time"
"BLD","America/Los_Angeles","Pacific Standard Time"
"BLE","Europe/Stockholm","W. Europe Standard Time"
"BLF","America/New_York","Eastern Standard Time"
"BLG","Asia/Kuching","Singapore Standard Time"
"BLH","America/Los_Angeles","Pacific Standard Time"
"BLI","America/Los_Angeles","Pacific Standard Time"
"BLJ","Africa/Algiers","W. Central Africa Standard Time"
"BLK","Europe/London","GMT Standard Time"
"BLL","Europe/Copenhagen","Romance Standard Time"
"BLM","America/New_York","Eastern Standard Time"
"BLN","Australia/Melbourne","AUS Eastern Standard Time"
"BLO","Atlantic/Reykjavik","Greenwich Standard Time"
"BLP","America/Lima","SA Pacific Standard Time"
"BLQ","Europe/Rome","W. Europe Standard Time"
"BLR","Asia/Kolkata","India Standard Time"
"BLS","Australia/Brisbane","E. Australia Standard Time"
"BLT","Australia/Brisbane","E. Australia Standard Time"
"BLU","America/Los_Angeles","Pacific Standard Time"
"BLV","America/Chicago","Central Standard Time"
"BLW","Africa/Mogadishu","E. Africa Standard Time"
"BLX","Europe/Rome","W. Europe Standard Time"
"BLY","Europe/Dublin","GMT Standard Time"
"BLZ","Africa/Blantyre","South Africa Standard Time"
"BMA","Europe/Stockholm","W. Europe Standard Time"
"BMB","Africa/Kinshasa","W. Central Africa Standard Time"
"BMC","America/Denver","Mountain Standard Time"
"BMD","Indian/Antananarivo","E. Africa Standard Time"
"BME","Australia/Perth","W. Australia Standard Time"
"BMF","Africa/Bangui","W. Central Africa Standard Time"
"BMG","America/Indiana/Indianapolis","US Eastern Standard Time"
"BMH","Pacific/Port_Moresby","West Pacific Standard Time"
"BMI","America/Chicago","Central Standard Time"
"BMJ","America/Guyana","SA Western Standard Time"
"BMK","Europe/Berlin","W. Europe Standard Time"
"BML","America/New_York","Eastern Standard Time"
"BMM","Africa/Libreville","W. Central Africa Standard Time"
"BMN","Asia/Baghdad","Arabic Standard Time"
"BMO","Asia/Yangon","Myanmar Standard Time"
"BMP","Australia/Brisbane","E. Australia Standard Time"
"BMQ","Africa/Nairobi","E. Africa Standard Time"
"BMR","Europe/Berlin","W. Europe Standard Time"
"BMS","America/Bahia","Bahia Standard Time"
"BMT","America/Chicago","Central Standard Time"
"BMU","Asia/Makassar","Singapore Standard Time"
"BMV","Asia/Ho_Chi_Minh","SE Asia Standard Time"
"BMW","Africa/Algiers","W. Central Africa Standard Time"
"BMX","America/Anchorage","Alaskan Standard Time"
"BMY","Pacific/Noumea","Central Pacific Standard Time"
"BMZ","Pacific/Port_Moresby","West Pacific Standard Time"
"BNA","America/Chicago","Central Standard Time"
"BNB","Africa/Kinshasa","W. Central Africa Standard Time"
"BNC","Africa/Lubumbashi","South Africa Standard Time"
"BND","Asia/Tehran","Iran Standard Time"
"BNE","Australia/Brisbane","E. Australia Standard Time"
"BNF","America/Sitka","Alaskan Standard Time"
"BNG","America/Los_Angeles","Pacific Standard Time"
"BNH","America/New_York","Eastern Standard Time"
"BNI","Africa/Lagos","W. Central Africa Standard Time"
"BNJ","Europe/Berlin","W. Europe Standard Time"
"BNK","Australia/Sydney","AUS Eastern Standard Time"
"BNL","America/New_York","Eastern Standard Time"
"BNM","Pacific/Port_Moresby","West Pacific Standard Time"
"BNN","Europe/Oslo","W. Europe Standard Time"
"BNO","America/Los_Angeles","Pacific Standard Time"
"BNP","Asia/Karachi","Pakistan Standard Time"
"BNR","Africa/Ouagadougou","Greenwich Standard Time"
"BNS","America/Caracas","Venezuela Standard Time"
"BNT","Pacific/Port_Moresby","West Pacific Standard Time"
"BNU","America/Sao_Paulo","E. South America Standard Time"
"BNW","America/Chicago","Central Standard Time"
"BNX","Europe/Sarajevo","Central European Standard Time"
"BNY","Pacific/Guadalcanal","Central Pacific Standard Time"
"BOA","Africa/Kinshasa","W. Central Africa Standard Time"
"BOB","Pacific/Tahiti","Hawaiian Standard Time"
"BOC","America/Panama","SA Pacific Standard Time"
"BOD","Europe/Paris","Romance Standard Time"
"BOE","Africa/Brazzaville","W. Central Africa Standard Time"
"BOF","America/New_York","Eastern Standard Time"
"BOG","America/Bogota","SA Pacific Standard Time"
"BOH","Europe/London","GMT Standard Time"
"BOI","America/Boise","Mountain Standard Time"
"BOJ","Europe/Sofia","FLE Standard Time"
"BOK","America/Los_Angeles","Pacific Standard Time"
"BOM","Asia/Kolkata","India Standard Time"
"BON","America/Kralendijk","SA Western Standard Time"
"BOO","Europe/Oslo","W. Europe Standard Time"
"BOP","Africa/Bangui","W. Central Africa Standard Time"
"BOS","America/New_York","Eastern Standard Time"
"BOT","Pacific/Port_Moresby","West Pacific Standard Time"
"BOU","Europe/Paris","Romance Standard Time"
"BOV","Pacific/Port_Moresby","West Pacific Standard Time"
"BOW","America/New_York","Eastern Standard Time"
"BOX","Australia/Darwin","AUS Central Standard Time"
"BOY","Africa/Ouagadougou","Greenwich Standard Time"
"BOZ","Africa/Bangui","W. Central Africa Standard Time"
"BPC","Africa/Douala","W. Central Africa Standard Time"
"BPD","Pacific/Port_Moresby","West Pacific Standard Time"
"BPE","Asia/Shanghai","China Standard Time"
"BPF","Pacific/Guadalcanal","Central Pacific Standard Time"
"BPG","America/Cuiaba","Central Brazilian Standard Time"
"BPH","Asia/Manila","Singapore Standard Time"
"BPI","America/Denver","Mountain Standard Time"
"BPK","Pacific/Port_Moresby","West Pacific Standard Time"
"BPL","Asia/Shanghai","China Standard Time"
"BPM","Asia/Kolkata","India Standard Time"
"BPN","Asia/Makassar","Singapore Standard Time"
"BPS","America/Bahia","Bahia Standard Time"
"BPT","America/Chicago","Central Standard Time"
"BPX","Asia/Shanghai","China Standard Time"
"BPY","Indian/Antananarivo","E. Africa Standard Time"
"BQA","Asia/Manila","Singapore Standard Time"
"BQB","Australia/Perth","W. Australia Standard Time"
"BQD","Atlantic/Reykjavik","Greenwich Standard Time"
